Protein	Structural Cluster	Cluster representative	Family	Class	Consensus Class	In_tree?	Best Hit UniprotKB entry	Best Hit UniprotKB name	Best Hit UniprotKB %id	Best Hit UniprotKB e-value	UniprotKB novelty%	Average identity	Average TM-score	Abundance	Redundant_names
33482360_len_309_MetaAn_31	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	No	-	-	-	-	-	-	-	0.000282674	-
33560383_len_285_MetaAn_74	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	No	-	-	-	-	-	-	-	0	-
33570798_len_385_MetaAn_31	Carboxylesterase PBP-5	SPA_MetaAn_7_l417_st452_e1702_se-1_ID=64270_2	Undefined	Candidate	PBP	No	-	-	-	-	-	-	-	0	-
33647571_len_401_MetaAn_3	C-I	21243713_len_452_MetaAn_63	Undefined	Candidate	C	No	-	-	-	-	-	-	-	0.000166591	-
33684181_len_277_MetaAn_73	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	No	-	-	-	-	-	-	-	0.001605393	-
33765793_len_287_MetaAn_74	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	No	-	-	-	-	-	-	-	0.000232506	-
33799678_len_285_MetaAn_30	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	No	-	-	-	-	-	-	-	8.46E-05	-
33897584_len_316_MetaAn_68	A-IV	BRO-2	Undefined	Candidate	A	No	-	-	-	-	-	-	-	0.000251681	-
33903856_len_325_MetaAn_74	A-I	SPA_MetaAn_74_l376_st224_e1351_se1_ID=47445_2	Undefined	Candidate	A	No	-	-	-	-	-	-	-	0.007462669	-
3391464_len_285_MetaAn_34	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	No	-	-	-	-	-	-	-	9.29E-05	-
3393851_len_285_MetaAn_26	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	No	-	-	-	-	-	-	-	0.000526887	-
3426613_len_303_MetaAn_34	A-II	11671458_len_355_MetaAn_23	Undefined	Candidate	A	Yes	A0A936QK02	Beta-lactamase, 3.5.2.6	73.5	4.E-156	26.5	0.183	0.66587	0.001188098	-
34298637_len_277_MetaAn_73	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	No	-	-	-	-	-	-	-	0.000845403	-
14251248_len_285_MetaAn_34	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	Yes	A0A7W1FDU3	Beta-lactamase, 3.5.2.6	91.9	0.E+00	8.1	0.16	0.63645	0.000608909	-
344149_len_401_MetaAn_66	C-I	21243713_len_452_MetaAn_63	Undefined	Candidate	C	No	-	-	-	-	-	-	-	0.000148182	-
3442023_len_303_MetaAn_21	A-II	11671458_len_355_MetaAn_23	Undefined	Candidate	A	No	-	-	-	-	-	-	-	0.001031987	-
3444619_len_280_MetaAn_30	D-I	CDD-1	Undefined	Candidate	D	No	-	-	-	-	-	-	-	0.002202016	-
3449721_len_285_MetaAn_26	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	No	-	-	-	-	-	-	-	0	-
34581342_len_318_MetaAn_17	A-I	SPA_MetaAn_74_l376_st224_e1351_se1_ID=47445_2	Undefined	Candidate	A	No	-	-	-	-	-	-	-	0.004416597	-
3468961_len_294_MetaAn_61	A-IV	BRO-2	Undefined	Candidate	A	Yes	B8EL76	Beta-lactamase, 3.5.2.6	73.6	3.E-150	26.4	0.227	0.72368	0.007830668	-
34838168_len_304_MetaAn_74	A-II	11671458_len_355_MetaAn_23	Undefined	Candidate	A	No	-	-	-	-	-	-	-	0.001727688	-
34879113_len_308_MetaAn_74	A-II	11671458_len_355_MetaAn_23	Undefined	Candidate	A	No	-	-	-	-	-	-	-	0.000620995	-
34926947_len_287_MetaAn_74	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	No	-	-	-	-	-	-	-	0	-
3493215_len_285_MetaAn_32	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	No	-	-	-	-	-	-	-	5.09E-05	-
35070072_len_316_MetaAn_68	A-IV	BRO-2	Undefined	Candidate	A	No	-	-	-	-	-	-	-	0.000744322	-
35280771_len_292_MetaAn_74	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	No	-	-	-	-	-	-	-	0.000229895	-
3529199_len_286_MetaAn_74	D-I	CDD-1	Undefined	Candidate	D	No	-	-	-	-	-	-	-	0.005147592	-
35452632_len_277_MetaAn_73	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	No	-	-	-	-	-	-	-	0.000734151	-
3548237_len_384_MetaAn_5	Carboxylesterase PBP-5	SPA_MetaAn_7_l417_st452_e1702_se-1_ID=64270_2	Undefined	Candidate	PBP	No	-	-	-	-	-	-	-	0	-
35500004_len_286_MetaAn_74	D-I	CDD-1	Undefined	Candidate	D	Yes	A0A059X154	Beta-lactamase, 3.5.2.6	71.5	4.E-145	28.5	0.147	0.6271	0.001206374	-
35589869_len_287_MetaAn_74	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	No	-	-	-	-	-	-	-	0.001677331	-
29365863_len_285_MetaAn_74	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	Yes	A0A7W1FDU3	Beta-lactamase, 3.5.2.6	91.5	0.E+00	8.5	0.164	0.63301	3.34E-05	-
3574587_len_285_MetaAn_74	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	No	-	-	-	-	-	-	-	0	-
35772173_len_267_MetaAn_74	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	No	-	-	-	-	-	-	-	0.002497401	-
35779715_len_285_MetaAn_74	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	No	-	-	-	-	-	-	-	6.40E-05	-
35780041_len_337_MetaAn_74	A-II	11671458_len_355_MetaAn_23	Undefined	Candidate	A	No	-	-	-	-	-	-	-	0	-
35901877_len_318_MetaAn_17	A-I	SPA_MetaAn_74_l376_st224_e1351_se1_ID=47445_2	Undefined	Candidate	A	No	-	-	-	-	-	-	-	0.002399281	-
3599326_len_337_MetaAn_74	A-II	11671458_len_355_MetaAn_23	Undefined	Candidate	A	No	-	-	-	-	-	-	-	0.000280897	-
36036202_len_337_MetaAn_74	A-II	11671458_len_355_MetaAn_23	Undefined	Candidate	A	No	-	-	-	-	-	-	-	0.000419512	-
36049787_len_285_MetaAn_17	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	No	-	-	-	-	-	-	-	0.000588171	-
36092004_len_277_MetaAn_73	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	No	-	-	-	-	-	-	-	0.000417559	-
36126871_len_285_MetaAn_74	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	No	-	-	-	-	-	-	-	0	-
361289_len_292_MetaAn_74	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	No	-	-	-	-	-	-	-	0.003701254	-
3624099_len_318_MetaAn_17	A-I	SPA_MetaAn_74_l376_st224_e1351_se1_ID=47445_2	Undefined	Candidate	A	No	-	-	-	-	-	-	-	0.003746212	-
36395365_len_277_MetaAn_73	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	No	-	-	-	-	-	-	-	0.000541792	-
36413512_len_384_MetaAn_31	Carboxylesterase PBP-5	SPA_MetaAn_7_l417_st452_e1702_se-1_ID=64270_2	Undefined	Candidate	PBP	No	-	-	-	-	-	-	-	0	-
36458854_len_304_MetaAn_65	A-II	11671458_len_355_MetaAn_23	Undefined	Candidate	A	No	-	-	-	-	-	-	-	0.000119213	-
36566089_len_337_MetaAn_74	A-II	11671458_len_355_MetaAn_23	Undefined	Candidate	A	No	-	-	-	-	-	-	-	3.23E-05	-
3663412_len_313_MetaAn_7	A-II	11671458_len_355_MetaAn_23	Undefined	Candidate	A	No	-	-	-	-	-	-	-	0.000676084	-
36668781_len_304_MetaAn_65	A-II	11671458_len_355_MetaAn_23	Undefined	Candidate	A	No	-	-	-	-	-	-	-	0.000154865	-
36782407_len_316_MetaAn_68	A-IV	BRO-2	Undefined	Candidate	A	No	-	-	-	-	-	-	-	0.000141077	-
3695510_len_280_MetaAn_30	D-I	CDD-1	Undefined	Candidate	D	No	-	-	-	-	-	-	-	0.00012741	-
3695511_len_280_MetaAn_30	D-I	CDD-1	Undefined	Candidate	D	No	-	-	-	-	-	-	-	0.001267985	-
27087722_len_285_MetaAn_31	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	Yes	A0A7W1FDU3	Beta-lactamase, 3.5.2.6	90.8	0.E+00	9.2	0.167	0.64399	0.000606959	-
3705006_len_401_MetaAn_66	C-I	21243713_len_452_MetaAn_63	Undefined	Candidate	C	No	-	-	-	-	-	-	-	0.000116869	-
37229888_len_289_MetaAn_74	D-I	CDD-1	Undefined	Candidate	D	Yes	A0A512BFA4	Beta-lactamase, 3.5.2.6	69.6	1.E-144	30.4	0.144	0.6165	0.000490481	-
3733516_len_285_MetaAn_33	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	No	-	-	-	-	-	-	-	9.32E-05	-
37430648_len_275_MetaAn_74	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	No	-	-	-	-	-	-	-	0.00593052	-
3752746_len_296_MetaAn_3	A-II	11671458_len_355_MetaAn_23	Undefined	Candidate	A	No	-	-	-	-	-	-	-	0.000110933	-
3752747_len_295_MetaAn_3	A-II	11671458_len_355_MetaAn_23	Undefined	Candidate	A	No	-	-	-	-	-	-	-	0.00118528	-
37554483_len_384_MetaAn_50	Carboxylesterase PBP-5	SPA_MetaAn_7_l417_st452_e1702_se-1_ID=64270_2	Undefined	Candidate	PBP	No	-	-	-	-	-	-	-	0	-
37635387_len_277_MetaAn_73	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	No	-	-	-	-	-	-	-	0.000749001	-
3770322_len_337_MetaAn_74	A-II	11671458_len_355_MetaAn_23	Undefined	Candidate	A	No	-	-	-	-	-	-	-	0.000331491	-
37742690_len_325_MetaAn_74	A-I	SPA_MetaAn_74_l376_st224_e1351_se1_ID=47445_2	Undefined	Candidate	A	No	-	-	-	-	-	-	-	0	-
37800422_len_309_MetaAn_74	A-II	11671458_len_355_MetaAn_23	Undefined	Candidate	A	No	-	-	-	-	-	-	-	0.000492288	-
3780295_len_384_MetaAn_39	Carboxylesterase PBP-5	SPA_MetaAn_7_l417_st452_e1702_se-1_ID=64270_2	Undefined	Candidate	PBP	No	-	-	-	-	-	-	-	0	-
12415869_len_285_MetaAn_30	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	Yes	A0A7W1FDU3	Beta-lactamase, 3.5.2.6	86.6	3.E-174	13.4	0.168	0.64331	0.002850392	-
3822621_len_299_MetaAn_8	A-II	11671458_len_355_MetaAn_23	Undefined	Candidate	A	No	-	-	-	-	-	-	-	0.000362282	-
38305379_len_285_MetaAn_17	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	No	-	-	-	-	-	-	-	0	-
38385501_len_309_MetaAn_31	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	No	-	-	-	-	-	-	-	0.000733463	-
3840992_len_285_MetaAn_30	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	No	-	-	-	-	-	-	-	0.000230517	-
38622020_len_285_MetaAn_74	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	No	-	-	-	-	-	-	-	0.000100733	-
3888865_len_304_MetaAn_74	A-II	11671458_len_355_MetaAn_23	Undefined	Candidate	A	No	-	-	-	-	-	-	-	0.000571932	-
3888866_len_304_MetaAn_74	A-II	11671458_len_355_MetaAn_23	Undefined	Candidate	A	No	-	-	-	-	-	-	-	0.000983341	-
389037_len_385_MetaAn_46	Carboxylesterase PBP-5	SPA_MetaAn_7_l417_st452_e1702_se-1_ID=64270_2	Undefined	Candidate	PBP	No	-	-	-	-	-	-	-	0	-
39110426_len_275_MetaAn_74	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	No	-	-	-	-	-	-	-	0.009190811	-
39169223_len_385_MetaAn_31	Carboxylesterase PBP-5	SPA_MetaAn_7_l417_st452_e1702_se-1_ID=64270_2	Undefined	Candidate	PBP	No	-	-	-	-	-	-	-	0	-
39180073_len_304_MetaAn_74	A-II	11671458_len_355_MetaAn_23	Undefined	Candidate	A	No	-	-	-	-	-	-	-	0.002521007	-
3918984_len_285_MetaAn_26	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	No	-	-	-	-	-	-	-	0	-
39384327_len_286_MetaAn_74	D-I	CDD-1	Undefined	Candidate	D	Yes	A0A059X154	Beta-lactamase, 3.5.2.6	71.5	5.E-147	28.5	0.146	0.61979	0.006007754	-
39397989_len_285_MetaAn_74	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	No	-	-	-	-	-	-	-	0.000479089	-
39657678_len_328_MetaAn_74	A-II	11671458_len_355_MetaAn_23	Undefined	Candidate	A	Yes	A0A059WHV5	Beta-lactamase, 3.5.2.6	53.1	8.E-94	46.9	0.154	0.62629	0.001706271	-
39859752_len_385_MetaAn_31	Carboxylesterase PBP-5	SPA_MetaAn_7_l417_st452_e1702_se-1_ID=64270_2	Undefined	Candidate	PBP	No	-	-	-	-	-	-	-	0	-
398783_len_297_MetaAn_66	A-II	11671458_len_355_MetaAn_23	Undefined	Candidate	A	No	-	-	-	-	-	-	-	0	-
3997597_len_337_MetaAn_74	A-II	11671458_len_355_MetaAn_23	Undefined	Candidate	A	No	-	-	-	-	-	-	-	0.000525631	-
39978360_len_309_MetaAn_74	A-II	11671458_len_355_MetaAn_23	Undefined	Candidate	A	No	-	-	-	-	-	-	-	0.001664813	-
4002319_len_269_MetaAn_65	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	No	-	-	-	-	-	-	-	0.001206468	-
4003627_len_384_MetaAn_39	Carboxylesterase PBP-5	SPA_MetaAn_7_l417_st452_e1702_se-1_ID=64270_2	Undefined	Candidate	PBP	No	-	-	-	-	-	-	-	0	-
40156829_len_385_MetaAn_50	Carboxylesterase PBP-5	SPA_MetaAn_7_l417_st452_e1702_se-1_ID=64270_2	Undefined	Candidate	PBP	No	-	-	-	-	-	-	-	0	-
4021289_len_288_MetaAn_74	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	Yes	A0A059X154	Beta-lactamase, 3.5.2.6	70	1.E-139	30	0.148	0.63225	0.003238239	-
40342018_len_287_MetaAn_74	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	No	-	-	-	-	-	-	-	9.94E-05	-
40437718_len_289_MetaAn_74	D-I	CDD-1	Undefined	Candidate	D	Yes	A0A059X154	Beta-lactamase, 3.5.2.6	72.1	8.E-146	27.9	0.148	0.62815	0.008697626	-
40437719_len_296_MetaAn_74	D-I	CDD-1	Undefined	Candidate	D	No	-	-	-	-	-	-	-	0.002729781	-
40843244_len_385_MetaAn_31	Carboxylesterase PBP-5	SPA_MetaAn_7_l417_st452_e1702_se-1_ID=64270_2	Undefined	Candidate	PBP	No	-	-	-	-	-	-	-	0	-
4093493_len_328_MetaAn_9	A-V	1090872_len_332_MetaAn_9	Undefined	Candidate	A	No	-	-	-	-	-	-	-	0.000515705	-
40950495_len_325_MetaAn_74	A-I	SPA_MetaAn_74_l376_st224_e1351_se1_ID=47445_2	Undefined	Candidate	A	No	-	-	-	-	-	-	-	0.000634945	-
409792_len_304_MetaAn_62	A-II	11671458_len_355_MetaAn_23	Undefined	Candidate	A	Yes	A0A0N9HLN6	Beta-lactamase, 3.5.2.6	73	1.E-160	27	0.174	0.67757	0.001038821	-
4100265_len_401_MetaAn_66	C-I	21243713_len_452_MetaAn_63	Undefined	Candidate	C	No	-	-	-	-	-	-	-	0.000188901	-
4101970_len_298_MetaAn_62	A-VI	CM1-1	Undefined	Candidate	A	No	-	-	-	-	-	-	-	3.92E-05	-
4115904_len_286_MetaAn_26	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	No	-	-	-	-	-	-	-	0.001265539	-
41166158_len_385_MetaAn_31	Carboxylesterase PBP-5	SPA_MetaAn_7_l417_st452_e1702_se-1_ID=64270_2	Undefined	Candidate	PBP	No	-	-	-	-	-	-	-	0	-
41304130_len_304_MetaAn_74	A-II	11671458_len_355_MetaAn_23	Undefined	Candidate	A	No	-	-	-	-	-	-	-	3.89E-05	-
4136311_len_297_MetaAn_66	A-II	11671458_len_355_MetaAn_23	Undefined	Candidate	A	No	-	-	-	-	-	-	-	0.000483503	-
416061_len_385_MetaAn_46	Carboxylesterase PBP-5	SPA_MetaAn_7_l417_st452_e1702_se-1_ID=64270_2	Undefined	Candidate	PBP	No	-	-	-	-	-	-	-	0	-
41769178_len_292_MetaAn_74	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	No	-	-	-	-	-	-	-	0.001520921	-
4191517_len_401_MetaAn_66	C-I	21243713_len_452_MetaAn_63	Undefined	Candidate	C	No	-	-	-	-	-	-	-	0.000423143	-
5252231_len_285_MetaAn_74	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	Yes	A0A7W1FDU3	Beta-lactamase, 3.5.2.6	86.2	5.E-172	13.8	0.158	0.6339	0.000135446	-
4204775_len_296_MetaAn_74	D-I	CDD-1	Undefined	Candidate	D	No	-	-	-	-	-	-	-	0.00185765	-
42052192_len_273_MetaAn_74	D-I	CDD-1	Undefined	Candidate	D	No	-	-	-	-	-	-	-	0.002815343	-
42258441_len_308_MetaAn_74	A-II	11671458_len_355_MetaAn_23	Undefined	Candidate	A	No	-	-	-	-	-	-	-	0.001033482	-
4325077_len_304_MetaAn_65	A-II	11671458_len_355_MetaAn_23	Undefined	Candidate	A	No	-	-	-	-	-	-	-	0.002132744	-
4339291_len_303_MetaAn_21	A-II	11671458_len_355_MetaAn_23	Undefined	Candidate	A	No	-	-	-	-	-	-	-	0.000399644	-
4350239_len_308_MetaAn_74	A-II	11671458_len_355_MetaAn_23	Undefined	Candidate	A	No	-	-	-	-	-	-	-	0.000306007	-
4390417_len_308_MetaAn_74	A-II	11671458_len_355_MetaAn_23	Undefined	Candidate	A	No	-	-	-	-	-	-	-	0.000591022	-
43980148_len_384_MetaAn_50	Carboxylesterase PBP-5	SPA_MetaAn_7_l417_st452_e1702_se-1_ID=64270_2	Undefined	Candidate	PBP	No	-	-	-	-	-	-	-	0	-
4407384_len_285_MetaAn_74	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	No	-	-	-	-	-	-	-	0.000301234	-
4413293_len_304_MetaAn_74	A-II	11671458_len_355_MetaAn_23	Undefined	Candidate	A	No	-	-	-	-	-	-	-	0.000786729	-
3449722_len_285_MetaAn_26	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	Yes	A0A7W1FDU3	Beta-lactamase, 3.5.2.6	85.5	6.E-175	14.5	0.165	0.64215	0.002960515	-
4474028_len_285_MetaAn_26	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	No	-	-	-	-	-	-	-	0.001181601	-
4585950_len_304_MetaAn_65	A-II	11671458_len_355_MetaAn_23	Undefined	Candidate	A	No	-	-	-	-	-	-	-	0.000462015	-
4593675_len_303_MetaAn_10	A-II	11671458_len_355_MetaAn_23	Undefined	Candidate	A	No	-	-	-	-	-	-	-	0.000593329	-
4601377_len_296_MetaAn_3	A-II	11671458_len_355_MetaAn_23	Undefined	Candidate	A	No	-	-	-	-	-	-	-	0.001278333	-
4609979_len_277_MetaAn_73	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	No	-	-	-	-	-	-	-	0.002214861	-
46155680_len_385_MetaAn_31	Carboxylesterase PBP-5	SPA_MetaAn_7_l417_st452_e1702_se-1_ID=64270_2	Undefined	Candidate	PBP	No	-	-	-	-	-	-	-	0	-
4619900_len_285_MetaAn_24	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	No	-	-	-	-	-	-	-	0.000811036	-
4652592_len_299_MetaAn_25	D-I	CDD-1	Undefined	Candidate	D	No	-	-	-	-	-	-	-	0.00062293	-
46662723_len_317_MetaAn_17	A-I	SPA_MetaAn_74_l376_st224_e1351_se1_ID=47445_2	Undefined	Candidate	A	No	-	-	-	-	-	-	-	0.001284707	-
4682599_len_304_MetaAn_9	A-IV	BRO-2	Undefined	Candidate	A	No	-	-	-	-	-	-	-	0.00013561	-
4684087_len_304_MetaAn_65	A-II	11671458_len_355_MetaAn_23	Undefined	Candidate	A	No	-	-	-	-	-	-	-	0.000701592	-
4751160_len_458_MetaAn_1	Carboxylesterase EstU1	10553088_len_458_MetaAn_1	Undefined	Candidate	PBP	No	-	-	-	-	-	-	-	0	-
4751161_len_455_MetaAn_1	Carboxylesterase EstU1	10553088_len_458_MetaAn_1	Undefined	Candidate	PBP	No	-	-	-	-	-	-	-	0	-
4754110_len_319_MetaAn_65	A-II	11671458_len_355_MetaAn_23	Undefined	Candidate	A	Yes	A0A0R3MC94	Beta-lactamase, 3.5.2.6	79.1	6.E-166	20.9	0.224	0.68045	0.002156708	-
4775974_len_337_MetaAn_74	A-II	11671458_len_355_MetaAn_23	Undefined	Candidate	A	No	-	-	-	-	-	-	-	0	-
4776749_len_458_MetaAn_1	Carboxylesterase EstU1	10553088_len_458_MetaAn_1	Undefined	Candidate	PBP	No	-	-	-	-	-	-	-	0	-
47829876_len_317_MetaAn_17	A-I	SPA_MetaAn_74_l376_st224_e1351_se1_ID=47445_2	Undefined	Candidate	A	Yes	A0A7V9ZRT0	Beta-lactamase, 3.5.2.6	69.6	2.E-145	30.4	0.176	0.6663	0.003657291	-
47895815_len_318_MetaAn_17	A-I	SPA_MetaAn_74_l376_st224_e1351_se1_ID=47445_2	Undefined	Candidate	A	Yes	A0A7V9ZRT0	Beta-lactamase, 3.5.2.6	68.2	2.E-146	31.8	0.167	0.6635	0.002257322	-
4801576_len_297_MetaAn_66	A-II	11671458_len_355_MetaAn_23	Undefined	Candidate	A	No	-	-	-	-	-	-	-	0.000642688	-
48371296_len_350_MetaAn_17	A-IV	BRO-2	Undefined	Candidate	A	No	-	-	-	-	-	-	-	0.000244866	-
4900003_len_455_MetaAn_1	Carboxylesterase EstU1	10553088_len_458_MetaAn_1	Undefined	Candidate	PBP	No	-	-	-	-	-	-	-	0	-
4903366_len_277_MetaAn_73	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	No	-	-	-	-	-	-	-	0.001080946	-
4913389_len_337_MetaAn_74	A-II	11671458_len_355_MetaAn_23	Undefined	Candidate	A	No	-	-	-	-	-	-	-	0.000126208	-
4913390_len_304_MetaAn_74	A-II	11671458_len_355_MetaAn_23	Undefined	Candidate	A	No	-	-	-	-	-	-	-	0	-
49391112_len_316_MetaAn_68	A-IV	BRO-2	Undefined	Candidate	A	Yes	A0A3R8R3J6	Beta-lactamase, 3.5.2.6	60.5	2.E-123	39.5	0.195	0.67453	0.000408559	-
4944262_len_297_MetaAn_66	A-II	11671458_len_355_MetaAn_23	Undefined	Candidate	A	No	-	-	-	-	-	-	-	0.000386639	-
5008368_len_285_MetaAn_32	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	No	-	-	-	-	-	-	-	0.000926461	-
50151731_len_310_MetaAn_17	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	No	-	-	-	-	-	-	-	0	-
5028562_len_285_MetaAn_33	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	No	-	-	-	-	-	-	-	0.000177561	-
5040887_len_401_MetaAn_66	C-I	21243713_len_452_MetaAn_63	Undefined	Candidate	C	No	-	-	-	-	-	-	-	0.000778708	-
50578738_len_285_MetaAn_17	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	No	-	-	-	-	-	-	-	0.00033638	-
5089517_len_285_MetaAn_26	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	No	-	-	-	-	-	-	-	0.001835813	-
5100200_len_316_MetaAn_68	A-IV	BRO-2	Undefined	Candidate	A	No	-	-	-	-	-	-	-	0.000617353	-
510521_len_280_MetaAn_30	D-I	CDD-1	Undefined	Candidate	D	No	-	-	-	-	-	-	-	0.000345493	-
5109131_len_285_MetaAn_44	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	No	-	-	-	-	-	-	-	0.000842102	-
5126774_len_304_MetaAn_74	A-II	11671458_len_355_MetaAn_23	Undefined	Candidate	A	No	-	-	-	-	-	-	-	0.000758973	-
5184069_len_455_MetaAn_1	Carboxylesterase EstU1	10553088_len_458_MetaAn_1	Undefined	Candidate	PBP	No	-	-	-	-	-	-	-	0	-
51850704_len_317_MetaAn_17	A-I	SPA_MetaAn_74_l376_st224_e1351_se1_ID=47445_2	Undefined	Candidate	A	No	-	-	-	-	-	-	-	0.002744272	-
525189_len_304_MetaAn_65	A-II	11671458_len_355_MetaAn_23	Undefined	Candidate	A	No	-	-	-	-	-	-	-	0.000260428	-
36394978_len_267_MetaAn_74	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	Yes	A0A7W1ZK27	Class D beta-lactamase	92.8	0.E+00	7.2	0.155	0.65523	0.008528563	-
52738725_len_285_MetaAn_17	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	No	-	-	-	-	-	-	-	0.000500893	-
5278060_len_401_MetaAn_66	C-I	21243713_len_452_MetaAn_63	Undefined	Candidate	C	No	-	-	-	-	-	-	-	3.73E-05	-
5285650_len_277_MetaAn_73	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	No	-	-	-	-	-	-	-	0.00249499	-
5287154_len_303_MetaAn_21	A-II	11671458_len_355_MetaAn_23	Undefined	Candidate	A	No	-	-	-	-	-	-	-	0.000268675	-
5315679_len_287_MetaAn_33	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	No	-	-	-	-	-	-	-	0.000376942	-
53412838_len_285_MetaAn_17	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	No	-	-	-	-	-	-	-	0	-
53559555_len_283_MetaAn_61	A-IV	BRO-2	Undefined	Candidate	A	Yes	B8EL76	Beta-lactamase, 3.5.2.6	74.2	8.E-140	25.8	0.235	0.75217	0.005243743	-
5380117_len_337_MetaAn_74	A-II	11671458_len_355_MetaAn_23	Undefined	Candidate	A	No	-	-	-	-	-	-	-	0.000104865	-
5384801_len_303_MetaAn_10	A-II	11671458_len_355_MetaAn_23	Undefined	Candidate	A	No	-	-	-	-	-	-	-	0.000854581	-
5390210_len_269_MetaAn_65	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	Yes	I2GD30	Beta-lactamase, 3.5.2.6	55.2	7.E-108	44.8	0.143	0.65074	0.001457959	-
54700368_len_384_MetaAn_31	Carboxylesterase PBP-5	SPA_MetaAn_7_l417_st452_e1702_se-1_ID=64270_2	Undefined	Candidate	PBP	No	-	-	-	-	-	-	-	0	-
5516537_len_303_MetaAn_21	A-II	11671458_len_355_MetaAn_23	Undefined	Candidate	A	No	-	-	-	-	-	-	-	0.000414875	-
5536977_len_285_MetaAn_24	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	No	-	-	-	-	-	-	-	0.002155478	-
5544615_len_303_MetaAn_21	A-II	11671458_len_355_MetaAn_23	Undefined	Candidate	A	No	-	-	-	-	-	-	-	0.000478723	-
5553469_len_317_MetaAn_17	A-I	SPA_MetaAn_74_l376_st224_e1351_se1_ID=47445_2	Undefined	Candidate	A	No	-	-	-	-	-	-	-	0.001290028	-
5565637_len_385_MetaAn_39	Carboxylesterase PBP-5	SPA_MetaAn_7_l417_st452_e1702_se-1_ID=64270_2	Undefined	Candidate	PBP	No	-	-	-	-	-	-	-	0	-
5582974_len_303_MetaAn_21	A-II	11671458_len_355_MetaAn_23	Undefined	Candidate	A	Yes	A0A7Y5C223	Beta-lactamase, 3.5.2.6	75.7	5.E-164	24.3	0.182	0.66893	0.000183826	-
